Alias,ID,Heading,Expenditure,Language,PoliticalCategory,Year,Amount,EpNote
1 0 0 0,NIV-47483218314141915_47483218314325993@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4861D,Remuneration and allowances,exp,en,5.2.91,2014,617 45
1 0 0 0,NIV-47483218314141915_47483218314325993@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4861D,Remuneration and allowances,exp,en,5.2.91,2013,644 32
1 0 0 0,NIV-47483218314141915_47483218314325993@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4861D,Remuneration and allowances,exp,en,5.2.91,2012,606 102.7
1 0 0 0,NIV-47483218314141915_47483218314325993@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4861D,Remuneration and allowances,exp,en,5.2.91,2012,606 102.72,AM Rapp / Restore D
1 0 0 1,NIV-47483218314141915_47483218314325994@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N48655,Entitlements on entering and leaving the service,exp,en,5.2.91,2014,130 00
1 0 0 1,NIV-47483218314141915_47483218314325994@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N48655,Entitlements on entering and leaving the service,exp,en,5.2.91,2013,p.m
1 0 0 1,NIV-47483218314141915_47483218314325994@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N48655,Entitlements on entering and leaving the service,exp,en,5.2.91,2012,0.
1 0 0 2,NIV-47483218314141915_47483218314325995@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N48675,Temporary allowances,exp,en,5.2.91,2014,296 00
1 0 0 2,NIV-47483218314141915_47483218314325995@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N48675,Temporary allowances,exp,en,5.2.91,2013,p.m
1 0 0 2,NIV-47483218314141915_47483218314325995@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N48675,Temporary allowances,exp,en,5.2.91,2012,10 579.6
1 0 0 3,NIV-47483218314141915_47483218314325996@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N48698,Pensions,exp,fr,5.2.91,2014,40 00
1 0 0 3,NIV-47483218314141915_47483218314325996@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N48698,Pensions,exp,fr,5.2.91,2013,32 00
1 0 0 3,NIV-47483218314141915_47483218314325996@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N48698,Pensions,exp,fr,5.2.91,2012,0.
1 0 0 4,NIV-47483218314141915_47483218314325997@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N486BB,Provisional appropriation,exp,en,5.2.91,2014,11 16
1 0 0 4,NIV-47483218314141915_47483218314325997@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N486BB,Provisional appropriation,exp,en,5.2.91,2013,p.m
1 0 0 4,NIV-47483218314141915_47483218314325997@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N486BB,Provisional appropriation,exp,en,5.2.91,2012,0.
1 0 1 0,NIV-47483218314141915_47483218314325999@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N486E8,Further training,exp,en,5.2.91,2014,15 00
1 0 1 0,NIV-47483218314141915_47483218314325999@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N486E8,Further training,exp,en,5.2.91,2013,4 73
1 0 1 0,NIV-47483218314141915_47483218314325999@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N486E8,Further training,exp,en,5.2.91,2012,0.
1 0 1 1,NIV-47483218314141915_47483218314326000@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N48705,Mission expenses. travel expenses and other ancillary expenditure,exp,en,5.2.91,2014,59 39
