Alias,ID,Heading,Expenditure,Language,PoliticalCategory,Year,Amount,EpNote
1 1 0 0,NIV-47483218314141915_47483218314326114@V10_N51171659972-2,Basic salaries,exp,,5.2.X21,2014,90 740 20
1 1 0 0,NIV-47483218314141915_47483218314326114@V10_N51171659972-2,Basic salaries,exp,,5.2.X21,2013,90 444 73
1 1 0 0,NIV-47483218314141915_47483218314326114@V10_N51171659972-2,Basic salaries,exp,,5.2.X21,2012,85 280 225.5
1 1 0 0,NIV-47483218314141915_47483218314326114@V10_N51171659972-2,Basic salaries,exp,,5.2.X21,2012,85 280 225.59,AM Rapp / Below D
1 1 0 1,NIV-47483218314141915_47483218314326115@V10_N51171659995-3,Entitlements under the Staff Regulations related to the post held,exp,,5.2.X21,2014,801 76
1 1 0 1,NIV-47483218314141915_47483218314326115@V10_N51171659995-3,Entitlements under the Staff Regulations related to the post held,exp,,5.2.X21,2013,730 39
1 1 0 1,NIV-47483218314141915_47483218314326115@V10_N51171659995-3,Entitlements under the Staff Regulations related to the post held,exp,,5.2.X21,2012,666 401.6
1 1 0 2,NIV-47483218314141915_47483218314326116@V10_N51171660027-4,Entitlements under the Staff Regulations related to the personal circumstances of the staff member,exp,,5.2.X21,2014,23 868 84
1 1 0 2,NIV-47483218314141915_47483218314326116@V10_N51171660027-4,Entitlements under the Staff Regulations related to the personal circumstances of the staff member,exp,,5.2.X21,2013,22 370 76
1 1 0 2,NIV-47483218314141915_47483218314326116@V10_N51171660027-4,Entitlements under the Staff Regulations related to the personal circumstances of the staff member,exp,,5.2.X21,2012,22 514 141.5
1 1 0 2,NIV-47483218314141915_47483218314326116@V10_N51171660027-4,Entitlements under the Staff Regulations related to the personal circumstances of the staff member,exp,,5.2.X21,2012,22 514 141.53,AM Rapp / Below D
1 1 0 3,NIV-47483218314141915_47483218314326117@V10_N51171660099-5,Social security cover,exp,,5.2.X21,2014,4 660 70
1 1 0 3,NIV-47483218314141915_47483218314326117@V10_N51171660099-5,Social security cover,exp,,5.2.X21,2013,3 989 00
1 1 0 3,NIV-47483218314141915_47483218314326117@V10_N51171660099-5,Social security cover,exp,,5.2.X21,2012,3 299 175.8
1 1 0 3,NIV-47483218314141915_47483218314326117@V10_N51171660099-5,Social security cover,exp,,5.2.X21,2012,3 299 175.83,AM Rapp / Below D
1 1 0 4,NIV-47483218314141915_47483218314326118@V10_N51171660121-6,Salary weightings and adjustments,exp,,5.2.X21,2014,p.m
1 1 0 4,NIV-47483218314141915_47483218314326118@V10_N51171660121-6,Salary weightings and adjustments,exp,,5.2.X21,2013,p.m
1 1 0 4,NIV-47483218314141915_47483218314326118@V10_N51171660121-6,Salary weightings and adjustments,exp,,5.2.X21,2012,0.
1 2 0 0,NIV-47483218314141915_47483218314326121@V10_N51171660626-18,Contract staff,exp,,5.2.X22,2014,7 086 19
1 2 0 0,NIV-47483218314141915_47483218314326121@V10_N51171660626-18,Contract staff,exp,,5.2.X22,2013,5 620 46
1 2 0 0,NIV-47483218314141915_47483218314326121@V10_N51171660626-18,Contract staff,exp,,5.2.X22,2012,5 067 888.2
1 2 0 0,NIV-47483218314141915_47483218314326121@V10_N51171660626-18,Contract staff,exp,,5.2.X22,2012,5 067 888.26,AM Rapp / Above D
1 2 0 1,NIV-47483218314141915_47483218314326122@V10_PNaNOeLGcKMeeOeJHKMaHMacHIObbIcNbMaNfMI,Non-military seconded national experts,exp,en,5.2.X22,2014,3 468 99
1 2 0 1,NIV-47483218314141915_47483218314326122@V10_PNaNOeLGcKMeeOeJHKMaHMacHIObbIcNbMaNfMI,Non-military seconded national experts,exp,en,5.2.X22,2013,3 603 67
1 2 0 1,NIV-47483218314141915_47483218314326122@V10_PNaNOeLGcKMeeOeJHKMaHMacHIObbIcNbMaNfMI,Non-military seconded national experts,exp,en,5.2.X22,2012,3 035 000.0
1 2 0 1,NIV-47483218314141915_47483218314326122@V10_PNaNOeLGcKMeeOeJHKMaHMacHIObbIcNbMaNfMI,Non-military seconded national experts,exp,en,5.2.X22,2012,3 035 000.00,AM Rapp / Restore D
1 2 0 2,NIV-47483218314141915_47483218314326123@V10_N51171660667-20,Traineeships,exp,,5.2.X22,2014,362 69
